text,created_at,author/followers_count,author/screen_name
RT @RegardingAudio: Apple in denial that the early 2011 macbook proo has issues even though it's widespread. #mbp2011 #whatwouldstevejobsdo…,1395308371,6,soldecobre
"RT @RegardingAudio: Going to cost me R14,000 here in South Africa to repair my macbook pro. Comon Apple, own up. #mbp2011 #whatwouldstevejo…",1395308368,6,soldecobre
"RT @iambatt: @tim_cook I'm one of thousands of small businesses affected by the #MBP2011 GPU failures, how can Apple do nothing?",1395308341,6,soldecobre
RT @JTN_07: @tim_cook Here is a video of my MacBook Pro and my trust in Apple falling apart before my eyes http://t.co/T3oQhwWURV #mbp2011,1395308324,6,soldecobre
RT @mlawrencephoto: Let's make @tim_cook and apple listen to us. Recall or replacement program! #mbp2011 https://t.co/wcK0VjCdfe,1395308311,6,soldecobre
RT @foolsrising: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/bsk4TYhJCO,1395308305,6,soldecobre
"RT @tim_cook: Remembering Steve on his birthday:  ""Details matter, it’s worth waiting to get it right.""",1395305641,420,SpiritBomb09
"RT @tim_cook: Remembering Steve on his birthday:  ""Details matter, it’s worth waiting to get it right.""",1395300347,196,dapeca1983
"RT @tim_cook: Abraham #Lincoln's timeless advice:   ""I will prepare and someday my chance will come"".",1395298303,9,IshAFaruk
@tim_cook http://t.co/sf6L8Omxzg #MH370 #comingtogether Maybe Apple could give every family member an #iphone #communication #stayintouch RT,1395289361,15277,wicked4eva
"RT @tim_cook: Remembering Steve on his birthday:  ""Details matter, it’s worth waiting to get it right.""",1395287994,2533,syeh3
RT @andrewaaron: Well @tim_cook @elonmusk @kanyewest I'll go ahead and block off next week. http://t.co/bdQzLm3wWR,1395283578,479,iamjoshuascott
@tim_cook Please RT!  what's new in iOS 7.1? Read my article to find out! http://t.co/1VFzixaGMW,1395283027,3,BGAppleExaminer
"RT @tim_cook: Remembering Steve on his birthday:  ""Details matter, it’s worth waiting to get it right.""",1395280847,62,BITeCCorp
RT @MikeBeas: Trying to explain the iOS 7 task switcher to my mom over iMessage to help her quit a frozen app. Not going well. Thanks a lot…,1395279158,549,Khallidus
RT @JTN_07: @tim_cook Here is a video of my MacBook Pro and my trust in Apple falling apart before my eyes http://t.co/T3oQhwWURV #mbp2011,1395275780,91,mbp2011_
RT @SteveLandrum: Yeah... @tim_cook sends his love. RT @TIME We did the math: @UofAlabama is 1.27 times more influential than @AuburnU http…,1395275762,135,zanafree
Yeah... @tim_cook sends his love. RT @TIME We did the math: @UofAlabama is 1.27 times more influential than @AuburnU http://t.co/oYqk3GLTQK,1395274840,230,SteveLandrum
"RT @tim_cook: Abraham #Lincoln's timeless advice:   ""I will prepare and someday my chance will come"".",1395273582,8,morganyi
"RT @tim_cook: Remembering Steve on his birthday:  ""Details matter, it’s worth waiting to get it right.""",1395271745,709,rismana
RT @JTN_07: @tim_cook Here is a video of my MacBook Pro and my trust in Apple falling apart before my eyes http://t.co/T3oQhwWURV #mbp2011,1395269596,8,pavlvsxavier
"RT @iamyourgirlrach: @tim_cook Apple has screwed me over multiple times, I am never purchasing an iPhone again and wasting money, you guys …",1395268220,30,alinamecom
"RT @alhayal: @tim_cook

https://t.co/NXyntbv3PQ

#Activate_FaceTime_in_MiddleEast",1395267514,26,Ahmedhosman75
"@tim_cook Funds are Urgently needed for Baby Hannah as she battles C.A.H,Heart&amp;Bowel Disease. http://t.co/Thu4ZUoIiq Pls Give &amp; RT",1395266626,2483,Hannahsfight1
RT @RegardingAudio: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/6uCfgU3pub,1395265991,8,pavlvsxavier
RT @RegardingAudio: Apple in denial that the early 2011 macbook proo has issues even though it's widespread. #mbp2011 #whatwouldstevejobsdo…,1395265981,8,pavlvsxavier
RT @robjkc: Just put my 2011 MacBook Pro to rest. Didn't think it would end up being a $2500 #iPaperweight! #mbp2011 @tim_cook http://t.co/…,1395265932,8,pavlvsxavier
"RT @RegardingAudio: Going to cost me R14,000 here in South Africa to repair my macbook pro. Comon Apple, own up. #mbp2011 #whatwouldstevejo…",1395265714,8,pavlvsxavier
"RT @iambatt: @tim_cook I'm one of thousands of small businesses affected by the #MBP2011 GPU failures, how can Apple do nothing?",1395265625,8,pavlvsxavier
"RT @iambatt: @tim_cook I'm one of thousands of small businesses affected by the #MBP2011 GPU failures, how can Apple do nothing?",1395265117,91,mbp2011_
"RT @bdmtech: Apple CEO @tim_cook puts accessibility above profits. ""I don't care about the bloody ROI."" Thanks, it makes a big difference. …",1395263878,318,DyslexiaToday
RT @MichielWessels: Early-2011 MacBook Pro owners report hardware failures &amp; system crashes http://t.co/wUHcExJd6y #mbp2011 @tim_cook,1395263434,106,iambatt
"RT @tim_cook: Remembering Steve on his birthday:  ""Details matter, it’s worth waiting to get it right.""",1395263144,2,MeloVLYW
"RT @srussolillo: Apple CEO @tim_cook known as low-key southern gentleman, but even he is willing to throw down http://t.co/rEEPqprykO $AAPL…",1395262776,78,REZ_777
RT @RegardingAudio: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/6uCfgU3pub,1395259698,91,mbp2011_
RT @RegardingAudio: Apple in denial that the early 2011 macbook proo has issues even though it's widespread. #mbp2011 #whatwouldstevejobsdo…,1395259689,91,mbp2011_
"RT @RegardingAudio: Going to cost me R14,000 here in South Africa to repair my macbook pro. Comon Apple, own up. #mbp2011 #whatwouldstevejo…",1395259686,91,mbp2011_
RT @tim_cook: Remembering Lincoln today and his dedication to the proposition that all men are created equal. We are still seeking to fullf…,1395259639,281,AnfalAe
RT @pavlvsxavier: @tim_cook The right time for #apple to do the right thing about the faulty #mbp2011 is right NOW! FIX OR RECALL! http://t…,1395257141,58,FallOnYourKeys
RT @RegardingAudio: Apple in denial that the early 2011 macbook proo has issues even though it's widespread. #mbp2011 #whatwouldstevejobsdo…,1395257043,58,FallOnYourKeys
RT @Ettiennevdmerwe: @tim_cook surely one of the passengers on board #MH370 had an #iPhone or #ipad! Wouldnt #apple be able to track and lo…,1395256771,71,pavelkramer
"RT @RegardingAudio: Going to cost me R14,000 here in South Africa to repair my macbook pro. Comon Apple, own up. #mbp2011 #whatwouldstevejo…",1395254799,55,united_org_za
"RT @RegardingAudio: Going to cost me R14,000 here in South Africa to repair my macbook pro. Comon Apple, own up. #mbp2011 #whatwouldstevejo…",1395254353,206,AdamHellyer
RT @RegardingAudio: Apple in denial that the early 2011 macbook proo has issues even though it's widespread. #mbp2011 #whatwouldstevejobsdo…,1395254346,206,AdamHellyer
RT @sitamet: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/dvsyEU7p4A,1395252985,26,juantomasrguez
RT @sbarnea: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/7eWb6rDckm,1395252981,26,juantomasrguez
RT @mistermattlu: @tim_cook I am now one of the thousands in need of a response. #mbp2011 #whatwouldstevejobsdo,1395252976,26,juantomasrguez
RT @ldipenti: I hope @tim_cook behave different than Nikon about the #mbp2011 issue. #whatwouldstevejobsdo http://t.co/Bmc1B6xLfU,1395252969,26,juantomasrguez
"RT @CScode: Unfortunately Genius Bar staff was useless, they only said please fix and pay money. A dependable person is only you, @tim_cook…",1395252963,26,juantomasrguez
RT @pavlvsxavier: @tim_cook #Apple  has to do a lot better than continuing to ignore this. #mbp2011 http://t.co/yX1VNcRezD http://t.co/FPnE…,1395252940,26,juantomasrguez
RT @Mr_Taylorm: @tim_cook Is #Apple trying to set a new industry standard of failing computers with #mbp2011? You guys are known to #thinkd…,1395252930,26,juantomasrguez
RT @pavlvsxavier: @tim_cook The right time for #apple to do the right thing about the faulty #mbp2011 is right NOW! FIX OR RECALL! http://t…,1395252926,26,juantomasrguez
RT @RegardingAudio: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/6uCfgU3pub,1395252904,26,juantomasrguez
RT @Mr_Taylorm: Does apple even care about what it sells? #mbp2011 #whatwouldstevejobsdo @tim_cook,1395252850,6,soldecobre
RT @sbarnea: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/7eWb6rDckm,1395252839,6,soldecobre
RT @mistermattlu: @tim_cook I am now one of the thousands in need of a response. #mbp2011 #whatwouldstevejobsdo,1395252836,6,soldecobre
RT @ldipenti: I hope @tim_cook behave different than Nikon about the #mbp2011 issue. #whatwouldstevejobsdo http://t.co/Bmc1B6xLfU,1395252829,6,soldecobre
"RT @CScode: Unfortunately Genius Bar staff was useless, they only said please fix and pay money. A dependable person is only you, @tim_cook…",1395252825,6,soldecobre
RT @pavlvsxavier: @tim_cook #Apple  has to do a lot better than continuing to ignore this. #mbp2011 http://t.co/yX1VNcRezD http://t.co/FPnE…,1395252795,6,soldecobre
RT @Mr_Taylorm: @tim_cook Is #Apple trying to set a new industry standard of failing computers with #mbp2011? You guys are known to #thinkd…,1395252783,6,soldecobre
RT @pavlvsxavier: @tim_cook The right time for #apple to do the right thing about the faulty #mbp2011 is right NOW! FIX OR RECALL! http://t…,1395252780,6,soldecobre
RT @RegardingAudio: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/6uCfgU3pub,1395252749,6,soldecobre
"RT @juantomasrguez: #MBP2011 #WHATWOULDSTEVEJOBSDO, @tim_cook, @mbp2011_ Recall program, please. http://t.co/dx069yxVqp",1395252618,632,RegardingAudio
"RT @mbp2011_: Over 1079 people disagree with #Apple buzzwords like ""isolated"" ""not widespread"" &amp; ""we're unaware"" #MBP2011 @tim_cook http://…",1395252611,632,RegardingAudio
"So Much Potential! New App by @OpenGarden lets u chat w/no internet 
Apple @tim_cook PLEASE integrate into iMessage! http://t.co/C00SajAXKR",1395321855,64,OttoJon
@mpgaruda @tim_cook Check out Chatforce for better group iMessages. https://t.co/MESwznvKVo,1395155657,980,syalam
*stares at @tim_cook* MT @andysbowden: @macusermagazine Didn’t Apple say they weren’t worried about market share?,1395137434,4618,macusermagazine
"seems you didn’t listen, your retina MBP are faulty MT @tim_cook: Remembering Steve:  ""Details matter, it’s worth waiting to get it right.""",1395082232,475,GordonGekko0506
"MT ""@TomSteyer: When @Tim_Cook &amp; @RichardBranson both say businesses should stand up to #ClimateChange deniers, corp world should listen.""",1394756271,9734,GravityDynamic
@taylorswift13 We released a new iPhone app today! It's called @vrslyapp!  Daily Christian inspiration! See it here http://t.co/s6nGaHXPF1,1395346211,2919,walkinlove
.@taylorswift13 IS FOR THE ORANGE! #OrangeNation MT “@janehong_: @BenFang93 Your girl rooting for the orange! http://t.co/KYBaCW2QfJ”,1395338441,219,BenFang93
@taylorswift13 It's my 21st bday. Could you pls RT this link for Flappy Friends!: https://t.co/19SWj5otrh It's free for iPhone! Thank you!,1395280048,76,tecobiza
"MT @guyraz: where else can you hear @JamesFallows @ari_shapiro @RZA @MassGovernor @taylorswift13 in same hour?NPR, of course. 5P today",1395263379,247,JimboFallows
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395243395,146,MT_MINTie
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395243370,31,tetsu_MT_ksgk
"RT @taylorswift13: Happy Birthday, @austinswift7! I made an annoying meme to celebrate this momentous occasion! http://t.co/PxxEbMkI5N",1395099584,425,MT_virus
"RT @taylorswift13: dinner with Demi, Miley, emily, brandi, trace.",1395048495,909,cassandramt13
"RT @taylorswift13: Cooking myself dinner while wearing glasses. I'm so, like, totally a grown-up right now.",1395027348,909,cassandramt13
RT @awkdemetria: you should download shots app! http://t.co/hPa5wYoEzm. :) @Beyonce @rihanna @ladygaga @katyperry @taylorswift13,1395009668,2026,lxndrew
you should download shots app! http://t.co/hPa5wYoEzm. :) @Beyonce @rihanna @ladygaga @katyperry @taylorswift13,1395009050,3627,awkdemetria
"RT @taylorswift13: It's summer, isn't it... https://t.co/x3Yy9EJiTu",1394928999,909,cassandramt13
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394855717,50,TayTay4Life13
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394847353,464,rimanurfdla
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394841026,232,alyssabrages
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394830029,1759,horanftfood_
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394828095,554,ChileSwift
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394827952,428,NephilimSwift
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394827789,329,hyiannisport
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394827759,794,logan32
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394827568,399,britney_tuffley
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394827403,683,LilSwiftieKitty
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394827309,105,ItsPayolaaa_
"RT @GilletteStadium: @taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life ht…",1394827220,2436,Swiftiepride13
"@taylorswift13 This. Is. Everything. ""MT @logan32 #FlashbackFriday #TaylorsPrince had the best 2 nights of his life http://t.co/rnsAjPj6ZH""",1394827170,57402,GilletteStadium
RT @taylorswift13: A day of cooking in the Hamptons with my HERO. How bad can that be? inagarten @foodnetwork_mag http://t.co/6t5LQNwhAu,1394767516,909,cassandramt13
"Well jel MT @taylorswift13: A day of cooking in the Hamptons. How bad can that be? inagarten @foodnetwork_mag http://t.co/DF8fxA8QKj""",1394741253,424,shibshabs
TSwift on Long Island?! MT @taylorswift13: A day of cooking in the Hamptons with my HERO. How bad can that be? http://t.co/JCWH4GnS4D,1394740021,274,alyssamelillo
Why does Taytay get to cook with ina and I don't? MT: @taylorswift13 A day of cooking in the Hamptons with my HERO. http://t.co/snmJ2QqgSo,1394739997,81,Rebecca_Yau
@rgay Ina's got company. MT @taylorswift13: A day of cooking in the Hamptons with my HERO. @foodnetwork_mag http://t.co/c5jfpNFzEx,1394739876,357,fromthistles
"RT @taylorswift13: Happy Birthday, @austinswift7! I made an annoying meme to celebrate this momentous occasion! http://t.co/PxxEbMkI5N",1394706098,909,cassandramt13
RT @taylorswift13: Confetti-bombed my brother for his birthday and he was like 😐 http://t.co/eVjwf8fMEw,1394706095,909,cassandramt13
MT @David_Cameron: I’ve been in Brussels to discuss our EU reform drive. #LongTermEconomicPlan @PinkWaferBelle http://t.co/6vVvsOQqU1,1395343620,921,Margybargy
"MT @David_Cameron I've been in Brussels with @CBItweets, mtg business leaders EU reform drive. #LongTermEconomicPlan http://t.co/Nh82f4oh1H",1395336915,140,ilirprogri_pb
MT @David_Cameron with @JKCorden who is guest editor of @TheSunNewspaper 4 @sportrelief - read all about it tomorrow. http://t.co/IOAhTYNFib,1395334037,140,ilirprogri_pb
RT @estheraddley: Methinks its too long since he did Paxo MT @David_Cameron Tough interview with @JKCorden guest ed of @TheSunNewspaper htt…,1395333769,240,OliverJPugh
RT @CANEurope: MT @GreenpeaceUK BREAKING: No. 10 hit by flood waters. Will @David_Cameron now get serious at European climate talks?...,1395333440,313,mgolinczak
Methinks its too long since he did Paxo MT @David_Cameron Tough interview with @JKCorden guest ed of @TheSunNewspaper http://t.co/uR0sqomr2d,1395333014,14939,estheraddley
MT @GreenpeaceUK BREAKING: No. 10 hit by flood waters. Will @David_Cameron now get serious at European climate talks?...,1395323907,3519,CANEurope
RT @WoodlandTrust: MT @Shazza6969: @GreenpeaceUK My little girl Lilith wants @David_Cameron to save UK's #AncientWoodland  http://t.co/NDXJ…,1395314365,42,adam_mariamadam
RT @WoodlandTrust: MT @Shazza6969: @GreenpeaceUK My little girl Lilith wants @David_Cameron to save UK's #AncientWoodland  http://t.co/NDXJ…,1395314168,34,moomoo34581787
MT @Shazza6969: @GreenpeaceUK My little girl Lilith wants @David_Cameron to save UK's #AncientWoodland  http://t.co/NDXJtHOGev  #TellCameron,1395314130,52755,WoodlandTrust
"Excellent! MT @David_Cameron: Another significant fall in unemployment is sign our LongTermEconoPlan is working,providing security &amp; chances",1395265412,219,NowCID
RT MT DT TT @Number10gov @David_Cameron @Number10press Some Ukrainian Army Generals refuse to obey orders from #Kiev.,1395250423,61,pop_goes_the
RT MT @Number10gov @David_Cameron @UKNATO @ukineu History Lesson - #Crimea was never part of #Ukraine. Russia gave it to #Ukraine in 1954.,1395247030,61,pop_goes_the
"MT “@Channel4News: .@David_Cameron says Crimea referendum was ""spatchcocked together at the point of a Kalashnikov."" #c4news”
Amazing quote!",1395234805,239,Humanities_WCC
"RT @estheraddley: Hashtag bingo MT @David_Cameron Fall in unemployment is a sign our #LongTermEconomicPlan is working, providing chances #F…",1395226787,2096,realbritainros
"Hashtag bingo MT @David_Cameron Fall in unemployment is a sign our #LongTermEconomicPlan is working, providing chances #ForHardworkingpeople",1395226739,14939,estheraddley
"""One of my best friends is a Hardworkingpeople""

MT @David_Cameron ""…providing security &amp; chances #ForHardworkingpeople.""
#hashtagsbyyourdad",1395223347,28,R____d
My hero(ine) :) MT @nfpdawnv: Hey @David_Cameron #WhatTheFox is going in with Hunting Act? #KeepTheBan no amendment! http://t.co/ZXuAE49e5u,1395223052,2649,charliemoores
MT @UKinMalaysia .@David_Cameron spoke to @NajibRazak to offer support on #MH370. @aaibgovuk &amp; @inmarsat_plc helping http://t.co/MYddcT3z6d,1395214390,1726,UKinHongKong
"MT @david_cameron: Our tax-free childcare allowance, worth up to £2000 per-child, will help millions of  families. #savingyoumoney",1395144306,185,westminstertory
"MT @David_Cameron: Our tax-free childcare allowance, worth up to £2000 per-child. @IOMGovernment we need this! #TaxFreeChildcare",1395136211,6194,DerekRichardson
RT MT DT TT @Number10gov @David_Cameron @foreignoffice @WilliamJHague #BP and #Shell interests in #Russia will be siezed and confiscated.,1395130146,61,pop_goes_the
RT MT TT DT @Number10gov @David_Cameron Economic sanctions and asset freezes may make #Arabs and #Chinese take money out of #London,1395094427,61,pop_goes_the
RT MT TT DT @Number10gov @David_Cameron Violent protestor takeover in #Kiev sets bad example in Northern #Ireland,1395094348,61,pop_goes_the
RT MT DT TT @Number10gov @David_Cameron Protestors takeover in Kiev may inspire IRA ?,1395089707,61,pop_goes_the
PM discusses mental health issues with sensitivity. MT @David_Cameron: The @sportrelief challenges range from the mad to the truly mad ...,1395078082,211,FurryCanary
RT MT DT TT @Number10gov @David_Cameron @foreignoffice @WilliamJHague BP and Shell interests in #Russia will be siezed and confiscated.,1395056669,61,pop_goes_the
RT MT DT TT @Number10gov @David_Cameron @foreignoffice @WilliamJHague You need to control people in #Kiev from doing something stupid.,1395056556,61,pop_goes_the
"@David_Cameron  England: 5,333 deaths attributable to human-made #airpollution so far this year http://t.co/DIpDRZAi1d",1395049141,48,lonelyge0rge
HULK SMASH MT @andyburnhammp number of ppl made redundant then re-hired after @David_Cameron NHS reorganisation has almost doubled (3950).,1395047813,471,rachelgeorge
Where's the uproar @David_Cameron? MT @MiddleEastMnt: Israelis storm Al-Aqsa Mosque and injure dozens of Palestinians http://t.co/xvzMiqMKU8,1394985555,343,JahanAlom
RT MT DT TT @Number10gov @David_Cameron Crimea part of #Russia given by #Russia to #Ukraine only in 1954 by #Russia.,1394953590,61,pop_goes_the
"MT""@Referendum4TE: @David_Cameron  MsJeyakumari &amp; her daughter during a protest http://t.co/DZXACaNhN3 both r now kidnapped by #lka army. """,1394786376,320,Ku_Manimaran
RT MT DT TT @David_Cameron If UK want to help #Ukraine then it should pay $ 2 billion for Ukraine gas unpaid bill to #Gazprom,1394734131,61,pop_goes_the
MT @David_Cameron: It was an honour to meet President Peres tonight. We condemned today's rocket attacks from Gaza. http://t.co/qZxyJxeSZb,1394731981,2927,BabyWasu
What's wrong w/ a cuppa &amp; falafel?  MT @David_Cameron: Hearing about Palestinian concerns over a cup of tea and falafel w/ Mayor of Bethlehm,1394719822,988,Mani2911
RT @EronWelchans: #FalafelDiplomacy MT @David_Cameron Hearing about Palestinian concerns over tea and falafel w the Mayor of Bethlehem. htt…,1394716378,674,Falafel_Junkie
#FalafelDiplomacy MT @David_Cameron Hearing about Palestinian concerns over tea and falafel w the Mayor of Bethlehem. http://t.co/cItak6E6R8,1394716274,14,EronWelchans
Let the games begin again MT @David_Cameron: Hearing Palestinian concerns over tea &amp; falafel with Bethlehem mayor http://t.co/lCFCXM8oPp,1394715158,83,stewi80
RT @steveyknight: It worked! https://t.co/S8Zq4LKTNe MT @David_Cameron: I urged President Abbas to work with PM Netanyahu for peace. http:/…,1394714187,94,AshButta
It worked! https://t.co/S8Zq4LKTNe MT @David_Cameron: I urged President Abbas to work with PM Netanyahu for peace. http://t.co/BBY7nrNwzq,1394714116,1381,steveyknight
RT @jackpalmer88: MT @David_Cameron: Falafel with the Mayor of Bethlehem. http://t.co/l76h0nrZEL &lt; I can confirm that this restaurant makes…,1394708445,674,Falafel_Junkie
MT @David_Cameron: Falafel with the Mayor of Bethlehem. http://t.co/l76h0nrZEL &lt; I can confirm that this restaurant makes excellent falafel!,1394707348,1197,jackpalmer88
"Also comes with a healthy dose of fucking the poor MT @David_Cameron: If you want a referendum on Europe, join #LetBritainDecide",1394702757,203,timfromdagworth
